congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
114,Senate,1,2015-01-08,1,1,31,66,-0.236,-0.142,0.392,0.266,-15.568,HR26,Amendment Rejected,In the nature of a substitute.,On the Amendment,
114,Senate,2,2015-01-08,1,2,93,4,-0.334,-0.915,-0.117,-0.604,-12.433,HR26,Bill Passed,"A bill to extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002, and for other purposes.",On Passage of the Bill,
114,Senate,3,2015-01-12,1,3,63,32,-0.194,-0.171,-0.336,-0.459,-12.545,S1,Cloture on the Motion to Proceed Agreed to,A bill to approve the Keystone XL Pipeline.,On Cloture on the Motion to Proceed,
114,Senate,4,2015-01-20,1,4,57,42,-0.077,-0.122,-0.401,-0.198,-5.404,S1,Motion to Table Agreed to,To ensure that oil transported through the Keystone XL pipeline into the United States is used to reduce United States dependence on Middle Eastern oil.,On the Motion to Table,
114,Senate,5,2015-01-20,1,5,53,46,0.123,-0.088,-0.263,0.195,-6.789,S1,Motion to Table Agreed to,"To require the use of iron, steel, and manufactured goods produced in the United States in the construction of the Keystone XL Pipeline and facilities.",On the Motion to Table,
114,Senate,6,2015-01-20,1,6,94,5,0.766,-0.138,0.398,0.155,-6.163,S1,Amendment Agreed to,To promote energy efficiency.,On the Amendment,
114,Senate,7,2015-01-21,1,7,54,45,0.036,-0.092,-0.459,0.166,-0.383,S1,Amendment Rejected,To conform citizen suits under the Endangered Species Act of 1973.,On the Amendment,
114,Senate,8,2015-01-21,1,8,41,58,-0.047,-0.116,0.31,0.715,-7.185,S1,Amendment Rejected,To ensure that the storage and transportation of petroleum coke is regulated in a manner that ensures the protection of public and ecological health.,On the Amendment,
114,Senate,9,2015-01-21,1,9,54,45,0.071,-0.116,-0.248,-0.616,-11.569,S1,Amendment Rejected,"To continue cleaning up fields and streams while protecting neighborhoods, generating affordable energy, and creating jobs.",On the Amendment,
114,Senate,10,2015-01-21,1,10,98,1,0.0,0.0,0.0,0.0,0.0,S1,Amendment Agreed to,To express the sense of the Senate that climate change is real and not a hoax.,On the Amendment,
114,Senate,11,2015-01-21,1,11,59,40,0.291,-0.028,0.171,0.806,-25.525,S1,Amendment Rejected,To express the sense of Congress regarding climate change.,On the Amendment,
114,Senate,12,2015-01-21,1,12,50,49,0.218,-0.074,0.338,0.416,-8.764,S1,Amendment Rejected,To express the sense of Congress regarding climate change.,On the Amendment,
114,Senate,13,2015-01-22,1,13,55,44,0.199,0.052,0.174,0.47,-23.7,S1,Amendment Rejected,To express the sense of Congress regarding federally protected land.,On the Amendment,
114,Senate,14,2015-01-22,1,14,54,45,0.055,-0.101,-0.178,-0.335,-19.403,S1,Amendment Rejected,To provide limits on the designation of new federally protected land.,On the Amendment,
114,Senate,15,2015-01-22,1,15,53,46,0.119,-0.089,-0.385,-0.163,-3.74,S1,Motion to Table Agreed to,To express the sense of Congress regarding climate change.,On the Motion to Table,
114,Senate,16,2015-01-22,1,16,56,42,-0.082,-0.112,-0.365,-0.028,-7.185,S1,Motion to Table Agreed to,To express the sense of Congress regarding climate change.,On the Motion to Table,
114,Senate,17,2015-01-22,1,17,51,47,0.101,-0.065,-0.21,-0.422,-13.113,S1,Amendment Rejected,To require a procedure for issuing permits to drill.,On the Amendment,
114,Senate,18,2015-01-22,1,18,75,23,0.513,-0.01,0.242,0.24,-32.39,S1,Amendment Agreed to,To express the sense of the Senate that all forms of unrefined and unprocessed petroleum should be subject to the nominal per-barrel excise tax associated with the Oil Spill Liability Trust Fund.,On the Amendment,
114,Senate,19,2015-01-22,1,19,50,47,0.209,-0.064,0.294,0.386,-9.967,S1,Amendment Rejected,To amend the Internal Revenue Code of 1986 to clarify that products derived from tar sands are crude oil for purposes of the Federal excise tax on petroleum.,On the Amendment,
114,Senate,20,2015-01-22,1,20,51,46,0.097,-0.097,-0.328,-0.531,-4.78,S1,Amendment Rejected,"To express the sense of the Senate regarding the conditions for the President entering into bilateral or other international agreements regarding greenhouse gas emissions without proper study of any adverse economic effects, including job losses and harm to the industrial sector, and without the approval of the Senate.",On the Amendment,
114,Senate,21,2015-01-22,1,21,64,33,-0.21,-0.177,-0.345,-0.49,-15.93,S1,Amendment Agreed to,To ensure private property is protected as guaranteed by the United States Constitution.,On the Amendment,
114,Senate,22,2015-01-22,1,22,43,54,-0.045,0.013,0.219,0.502,-13.309,S1,Amendment Rejected,To ensure private property cannot be seized through condemnation or eminent domain for the private gain of a foreign-owned business entity.,On the Amendment,
114,Senate,23,2015-01-22,1,23,89,5,0.457,-0.89,0.103,-0.384,-22.349,S1,Motion for Attendance Agreed to,A bill to approve the Keystone XL Pipeline.,On the Motion for Attendance,
114,Senate,24,2015-01-22,1,24,53,42,-0.066,-0.113,-0.356,0.047,-6.629,S1,Motion to Table Agreed to,To ensure that products derived from tar sands are treated as crude oil for purposes of the Federal excise tax on petroleum.,On the Motion to Table,
114,Senate,25,2015-01-22,1,25,57,38,-0.116,-0.081,-0.303,0.248,-12.071,S1,Motion to Table Agreed to,To impose a fee of 8 cents per barrel on oil transported through the pipeline.,On the Motion to Table,
114,Senate,26,2015-01-22,1,26,52,43,0.037,-0.091,-0.456,0.166,-0.383,S1,Motion to Table Agreed to,To require campaign finance disclosures for certain persons benefitting from tar sands development.,On the Motion to Table,
114,Senate,27,2015-01-22,1,27,53,41,-0.046,-0.113,-0.433,-0.267,-2.74,S1,Motion to Table Agreed to,To strike a provision relating to judicial review.,On the Motion to Table,
114,Senate,28,2015-01-22,1,28,49,45,0.173,-0.076,-0.391,-0.345,-3.35,S1,Motion to Table Agreed to,"To express the sense of the Senate that the Low-Income Home Energy Assistance Program should be funded at not less than $4,700,000,000 annually.",On the Motion to Table,
114,Senate,29,2015-01-26,1,29,53,39,-0.024,-0.066,-0.206,-0.276,-11.766,S1,Cloture Motion Rejected,In the nature of a substitute.,On the Cloture Motion,
114,Senate,30,2015-01-26,1,30,53,39,-0.024,-0.066,-0.206,-0.276,-11.766,S1,Cloture Motion Rejected,A bill to approve the Keystone XL Pipeline.,On the Cloture Motion,
114,Senate,31,2015-01-28,1,31,36,62,-0.187,-0.136,0.43,0.282,-10.452,S1,Amendment Rejected,To provide communities that rely on drinking water from a source that may be affected by a tar sands spill from the Keystone XL pipeline an analysis of the potential risks to public health and the environment from a leak or rupture of the pipeline.,On the Amendment,
114,Senate,32,2015-01-28,1,32,40,58,-0.071,-0.096,0.249,0.424,-13.112,S1,Amendment Rejected,"To require that the Administrator of the Pipeline and Hazardous Materials Safety Administration make a certification and submit to Congress the results of a study before the pipeline may be constructed, connected, operated, or maintained.",On the Amendment,
114,Senate,33,2015-01-28,1,33,40,58,-0.111,-0.134,0.435,0.373,-5.088,S1,Amendment Rejected,"To increase the quantity of solar photovoltaic electricity by providing rebates for the purchase and installation of an additional 10,000,000 photovoltaic systems by 2025.",On the Amendment,
114,Senate,34,2015-01-28,1,34,53,45,0.045,-0.102,-0.374,-0.35,-3.602,S1,Amendment Rejected,To promote economic growth and job creation by increasing exports.,On the Amendment,
114,Senate,35,2015-01-28,1,35,54,44,-0.031,-0.101,-0.452,-0.078,-1.775,S1,Amendment Rejected,To delist the lesser prairie-chicken as a threatened species under the Endangered Species Act of 1973.,On the Amendment,
114,Senate,36,2015-01-28,1,36,44,52,-0.023,-0.107,0.409,0.103,-3.043,S1,Amendment Rejected,To require campaign finance disclosures for certain persons benefitting from tar sands development.,On the Amendment,
114,Senate,37,2015-01-28,1,37,50,47,0.108,-0.099,-0.209,-0.208,-13.914,S1,Amendment Rejected,To express the sense of Congress regarding the designation of National Monuments.,On the Amendment,
114,Senate,38,2015-01-28,1,38,47,51,0.162,-0.083,0.395,0.288,-3.898,S1,Amendment Rejected,To express the sense of Congress regarding climate change and infrastructure.,On the Amendment,
114,Senate,39,2015-01-28,1,39,50,48,0.139,-0.089,-0.231,-0.374,-11.962,S1,Amendment Rejected,To release certain wilderness study areas from management for preservation as wilderness.,On the Amendment,
114,Senate,40,2015-01-28,1,40,47,51,0.136,-0.104,0.289,0.465,-7.392,S1,Amendment Rejected,To express the sense of Congress that the Internal Revenue Code of 1986 should be amended to extend the credit with respect to facilities producing energy from certain renewable resources.,On the Amendment,
114,Senate,41,2015-01-28,1,41,35,63,-0.172,-0.171,0.305,0.474,-14.002,S1,Amendment Rejected,To modify the definition of underground injection.,On the Amendment,
114,Senate,42,2015-01-29,1,42,47,51,0.04,0.084,-0.161,-0.645,-24.469,S1,Amendment Rejected,To express the sense of Congress that reauthorizing the Land and Water Conservation Fund should be a priority.,On the Amendment,
114,Senate,43,2015-01-29,1,43,59,39,0.338,-0.037,0.238,0.385,-21.507,S1,Amendment Rejected,To permanently reauthorize the Land and Water Conservation Fund.,On the Amendment,
114,Senate,44,2015-01-29,1,44,45,53,0.06,-0.098,0.293,1.03,-6.767,S1,Amendment Rejected,"To establish a renewable electricity standard, and for other purposes.",On the Amendment,
114,Senate,45,2015-01-29,1,45,62,35,-0.173,-0.157,-0.404,-0.46,-9.536,S1,Cloture Motion Agreed to,A bill to approve the Keystone XL Pipeline.,On the Cloture Motion,
114,Senate,46,2015-01-29,1,46,41,56,-0.108,-0.102,0.36,-0.051,-9.152,S1,Amendment Rejected,To allow permitting agencies to consider new circumstances and new information.,On the Amendment,
114,Senate,47,2015-01-29,1,47,36,62,-0.182,-0.141,0.406,0.335,-11.35,S1,Amendment Rejected,To delay the effective date until the President determines that the pipeline will not have certain negative impacts.,On the Amendment,
114,Senate,48,2015-01-29,1,48,44,54,-0.044,-0.095,0.402,-0.12,-3.388,S1,Amendment Rejected,To ensure that products derived from tar sands are treated as crude oil for purposes of the Federal excise tax on petroleum.,On the Amendment,
114,Senate,49,2015-01-29,1,49,62,36,-0.174,-0.155,-0.405,-0.46,-9.536,S1,Bill Passed,A bill to approve the Keystone XL Pipeline.,On Passage of the Bill,
114,Senate,50,2015-02-03,1,50,99,0,0.0,0.0,0.0,0.0,0.0,HR203,Bill Passed,"A bill to direct the Secretary of Veterans Affairs to provide for the conduct of annual evaluations of mental health care and suicide prevention programs of the Department of Veterans Affairs, to require a pilot program on loan repayment for psychiatrists who agree to serve in the Veterans Health Administration of the Department of Veterans Affairs, and for other purposes.",On Passage of the Bill,
114,Senate,51,2015-02-03,1,51,51,48,0.146,-0.074,-0.23,0.015,-10.514,HR240,Cloture on the Motion to Proceed Rejected,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On Cloture on the Motion to Proceed,
114,Senate,52,2015-02-04,1,52,53,47,0.12,-0.078,-0.26,-0.046,-7.136,HR240,Cloture on the Motion to Proceed Rejected,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On Cloture on the Motion to Proceed,
114,Senate,53,2015-02-05,1,53,52,47,0.139,-0.078,-0.231,0.059,-10.732,HR240,Cloture on the Motion to Proceed Rejected,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On Cloture on the Motion to Proceed,
114,Senate,54,2015-02-09,1,54,92,0,0.0,0.0,0.0,0.0,0.0,PN60,Nomination Confirmed,"Michael P. Botticelli, of the District of Columbia, to be Director of National Drug Control Policy",On the Nomination,
114,Senate,55,2015-02-11,1,55,98,0,0.0,0.0,0.0,0.0,0.0,S295,Bill Passed,"A bill to amend section 2259 of title 18, United States Code, and for other purposes.",On Passage of the Bill,
114,Senate,56,2015-02-12,1,56,93,5,0.535,0.764,0.121,0.456,-18.245,PN1,Nomination Confirmed,"Ashton B. Carter, of Massachusetts, to be Secretary of Defense",On the Nomination,
114,Senate,57,2015-02-23,1,57,47,46,0.149,-0.069,-0.226,0.017,-10.428,HR240,Cloture on the Motion to Proceed Rejected,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On Cloture on the Motion to Proceed,
114,Senate,58,2015-02-25,1,58,98,2,0.0,0.0,0.0,0.0,0.0,HR240,Cloture on the Motion to Proceed Agreed to,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On Cloture on the Motion to Proceed,
114,Senate,59,2015-02-27,1,59,68,31,0.407,0.075,0.265,0.69,-27.848,HR240,Cloture Motion Agreed to,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On the Cloture Motion,
114,Senate,60,2015-02-27,1,60,34,65,0.375,0.062,-0.247,-0.68,-28.053,HR240,Motion to Table Failed,Of a perfecting nature.,On the Motion to Table,
114,Senate,61,2015-02-27,1,61,66,33,0.394,0.057,0.252,0.631,-28.148,HR240,Amendment Agreed to,Of a perfecting nature.,On the Amendment,
114,Senate,62,2015-02-27,1,62,68,31,0.407,0.075,0.265,0.69,-27.848,HR240,Bill Passed,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On Passage of the Bill,
114,Senate,63,2015-02-27,1,63,57,42,-0.014,-0.06,-0.223,-0.278,-11.388,S534,Cloture on the Motion to Proceed Rejected,A bill to prohibit funds from being used to carry out certain Executive actions related to immigration and for other purposes.,On Cloture on the Motion to Proceed,
114,Senate,64,2015-03-02,1,64,47,43,0.034,-0.1,-0.456,0.16,-0.369,HR240,Cloture Motion Rejected,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On the Cloture Motion,
114,Senate,65,2015-03-02,1,65,58,31,0.363,0.027,0.296,0.752,-19.736,HR240,Motion to Table Agreed to,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",On the Motion to Table,
114,Senate,66,2015-03-03,1,66,53,45,0.033,-0.09,-0.459,0.167,-0.367,SJRES8,Motion to Proceed Agreed to,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",On the Motion to Proceed,
114,Senate,67,2015-03-04,1,67,53,46,0.132,-0.097,-0.417,0.06,-2.847,SJRES8,Joint Resolution Passed,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",On the Joint Resolution,
114,Senate,68,2015-03-04,1,68,62,37,-0.172,-0.146,-0.404,-0.383,-10.023,S1,Veto Sustained,A bill to approve the Keystone XL Pipeline.,On Overriding the Veto,
114,Senate,69,2015-03-09,1,69,92,0,0.0,0.0,0.0,0.0,0.0,PN62,Nomination Confirmed,"Daniel Henry Marti, of Virginia, to be Intellectual Property Enforcement Coordinator, Executive Office of the President",On the Nomination,
114,Senate,70,2015-03-12,1,70,97,0,0.0,0.0,0.0,0.0,0.0,PN173,Nomination Confirmed,"Christopher A. Hart, of Colorado, to be Chairman of the National Transportation Safety Board for a term of two years",On the Nomination,
114,Senate,71,2015-03-16,1,71,94,0,0.0,0.0,0.0,0.0,0.0,PN68,Nomination Confirmed,"Carlos A. Monje, Jr., of Louisiana, to be an Assistant Secretary of Transportation",On the Nomination,
114,Senate,72,2015-03-17,1,72,55,43,-0.007,-0.065,-0.219,-0.338,-12.646,S178,Cloture Motion Rejected,A bill to provide justice for the victims of trafficking.,On the Cloture Motion,
114,Senate,73,2015-03-17,1,73,55,43,-0.007,-0.065,-0.219,-0.338,-12.646,S178,Cloture Motion Rejected,A bill to provide justice for the victims of trafficking.,On the Cloture Motion,
114,Senate,74,2015-03-18,1,74,57,41,-0.069,-0.132,-0.387,-0.496,-5.939,S178,Cloture Motion Rejected,A bill to provide justice for the victims of trafficking.,On the Cloture Motion,
114,Senate,75,2015-03-19,1,75,56,42,-0.007,-0.066,-0.219,-0.338,-12.623,S178,Cloture Motion Rejected,A bill to provide justice for the victims of trafficking.,On the Cloture Motion,
114,Senate,76,2015-03-19,1,76,56,42,-0.007,-0.066,-0.219,-0.338,-12.623,S178,Cloture Motion Rejected,A bill to provide justice for the victims of trafficking.,On the Cloture Motion,
114,Senate,77,2015-03-23,1,77,89,0,0.0,0.0,0.0,0.0,0.0,PN130,Nomination Confirmed,"William P. Doyle, of Pennsylvania, to be a Federal Maritime Commissioner for a term expiring June 30, 2018",On the Nomination,
114,Senate,78,2015-03-24,1,78,45,52,0.024,-0.086,0.455,-0.118,-0.333,SCONRES11,Amendment Rejected,To create millions of middle class jobs by investing in our nation's infrastructure paid for by raising revenue through closing loopholes in the corporate and international tax system.,On the Amendment,
114,Senate,79,2015-03-24,1,79,94,3,0.823,-0.157,0.324,0.068,-7.321,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund to protect Medicaid beneficiaries from benefit cuts.,On the Amendment,
114,Senate,80,2015-03-24,1,80,96,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund to improve health outcomes and lower the costs of caring for medically complex children in Medicaid.,On the Amendment,
114,Senate,81,2015-03-24,1,81,56,43,-0.093,-0.103,-0.435,-0.046,-4.619,SCONRES11,Amendment Agreed to,"To establish a deficit-neutral reserve fund relating to promoting equal pay, which may include preventing discrimination on the basis of sex and preventing retaliation against employees for seeking or discussing wage information.",On the Amendment,
114,Senate,82,2015-03-24,1,82,45,54,-0.043,-0.079,0.388,-0.339,-2.827,SCONRES11,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to amending the Equal Pay Act of 1963 to allow for punitive damages, limit the any factor ""other than sex"" exception, and prohibit retaliation against employees who share salary information.",On the Amendment,
114,Senate,83,2015-03-24,1,83,75,24,-0.316,-0.101,-0.383,0.144,-18.345,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to legislation submitted to Congress by President Obama to protect and strengthen Social Security.,On the Amendment,
114,Senate,84,2015-03-24,1,84,51,48,0.171,-0.113,0.2,0.286,-17.048,SCONRES11,Motion Rejected,"To create a point of order against legislation that would cut benefits, raise the retirement age, or privatize social security.",On the Motion,
114,Senate,85,2015-03-24,1,85,1,98,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Rejected,To raise taxes and spending by enacting President Obama's fiscal year 2016 budget.,On the Amendment,
114,Senate,86,2015-03-25,1,86,46,53,0.037,-0.085,0.456,-0.169,-0.384,SCONRES11,Amendment Rejected,To make college more affordable for middle-class families by allowing borrowers with outstanding Federal and private student loans to refinance at the equivalent interest rates that were offered to Federal student loan borrowers during the 2013-2014 school year and to fully offset the cost of such a program by requiring millionaires to pay at least a 30 percent effective Federal tax rate.,On the Amendment,
114,Senate,87,2015-03-25,1,87,99,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,"To establish a deficit-neutral reserve fund relating to keeping the Federal Water Pollution Control Act focused on protection of water quality, to establish bright lines for Federal jurisdiction, and to create clear and unambiguous exemptions for features that the Administrator of the Environmental Protection Agency or the Secretary of the Army, acting through the Chief of Engineers, claim they are not seeking to regulate.",On the Amendment,
114,Senate,88,2015-03-25,1,88,59,40,-0.143,-0.113,-0.434,-0.164,-8.138,SCONRES11,Amendment Agreed to,"To establish a spending-neutral reserve fund to keep the Federal Water Pollution Control Act focused on protection of water equality, to establish bright lines for Federal jurisdiction, and to create clear and unambiguous exemptions for features that the Administrator of the Environmental Protection Agency or the Secretary of the Army, acting through the Chief of Engineers, claim they are not seeking to regulate.",On the Amendment,
114,Senate,89,2015-03-25,1,89,49,50,0.137,-0.079,0.263,0.714,-10.93,SCONRES11,Amendment Rejected,To establish a deficit-neutral reserve fund to recognize that climate change is real and caused by human activity and that Congress needs to take action to cut carbon pollution.,On the Amendment,
114,Senate,90,2015-03-25,1,90,46,53,0.052,-0.08,0.208,0.141,-13.693,SCONRES11,Motion Rejected,"To create a point of order against legislation that would privatize Medicare, cut guaranteed benefits, increase out-of-pocket spending, or turn Medicare into a premium support plan.",On the Motion,
114,Senate,91,2015-03-25,1,91,46,53,0.037,-0.085,0.456,-0.169,-0.384,SCONRES11,Amendment Rejected,"To build on the Bipartisan Budget Act of 2013 by restoring a below-sequester level cut of $9,000,000,000 to nondefense discretionary spending in 2017, replacing sequestration in 2016 and 2017 and increasing funding above sequester levels by a total of $148,000,000,000 for the 2 years, increasing defense and nondefense discretionary spending above sequester levels by equal amounts, eliminating the overseas contingency operations gimmick contained in the committee-reported resolution, and offsetting the net increase in defense and nondefense discretionary spending by closing tax loopholes.",On the Amendment,
114,Senate,92,2015-03-25,1,92,99,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,To establish a deficit-neutral fund relating to supporting Israel.,On the Amendment,
114,Senate,93,2015-03-26,1,93,48,52,0.179,-0.085,0.363,0.091,-5.377,SCONRES11,Amendment Rejected,To establish a deficit-neutral reserve fund relating to promoting a substantial increase in the minimum wage.,On the Amendment,
114,Senate,94,2015-03-26,1,94,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,"To prevent United States companies from getting tax benefits for moving jobs overseas, to end offshore tax loopholes including inversions, and to provide incentives for United States companies to relocate overseas jobs to the United States.",On the Amendment,
114,Senate,95,2015-03-26,1,95,47,53,0.124,-0.091,0.462,0.045,-0.993,SCONRES11,Amendment Rejected,"To strike more than $1.2 trillion in cuts to Medicaid, preserving a critical source of comprehensive, affordable health and long-term care coverage for millions of otherwise uninsured low-income adults, parents, and seniors, including millions of nonelderly low-income adults in States that expanded Medicaid as part of health reform.",On the Amendment,
114,Senate,96,2015-03-26,1,96,32,68,0.468,-0.123,-0.111,-0.129,-51.033,SCONRES11,Motion Rejected,To increase new budget authority fiscal years 2016 and 2017 and modify outlays for fiscal years 2016 through 2022 for National Defense (budget function 050).,On the Motion,
114,Senate,97,2015-03-26,1,97,4,96,0.702,0.354,-0.218,-0.496,-14.859,SCONRES11,Motion Rejected,To increase new budget authority for fiscal years 2016 and 2017 and modify outlays for fiscal years 2016 through 2022 for National Defense (budget function 050) with offsets.,On the Motion,
114,Senate,98,2015-03-26,1,98,61,39,0.344,-0.009,0.241,0.533,-22.246,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund for legislation to allow Americans to earn paid sick time.,On the Amendment,
114,Senate,99,2015-03-26,1,99,100,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to providing health care to veterans who reside more than 40 miles driving distance from the closest medical facility of the Department of Veterans Affairs that provides the care sought by the veteran.,On the Amendment,
114,Senate,100,2015-03-26,1,100,45,55,-0.032,-0.096,0.452,0.073,-1.785,SCONRES11,Amendment Rejected,To provide additional resources to create the opportunity for more Americans to obtain a higher education and advanced job skills by supporting two free years of community college paid for by raising revenue through requiring millionaires and billionaires to pay their fair share.,On the Amendment,
114,Senate,101,2015-03-26,1,101,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,"To provide additional resources to save student financial aid and keep college affordable for more than 8,000,000 low- and middle-income students by restoring the $89,000,000,000 in cuts to Federal Pell Grants in the Republican budget.",On the Amendment,
114,Senate,102,2015-03-26,1,102,56,44,-0.073,-0.095,-0.392,0.035,-5.359,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to transparency in health premium billing.,On the Amendment,
114,Senate,103,2015-03-26,1,103,58,42,-0.087,-0.124,-0.454,-0.391,-3.5,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund to protect the United States from an energy tax.,On the Amendment,
114,Senate,104,2015-03-26,1,104,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,To establish a deficit-neutral reserve fund to provide tax benefits to patriot employers that invest in American jobs and provide fair pay and benefits to workers and to eliminate tax benefits for corporations that ship jobs overseas.,On the Amendment,
114,Senate,105,2015-03-26,1,105,54,46,0.036,-0.086,-0.459,0.169,-0.381,SCONRES11,Amendment Agreed to,To establish a spending-neutral reserve fund relating to requiring the Federal Government to allow states to opt out of Common Core without penalty.,On the Amendment,
114,Senate,106,2015-03-26,1,106,51,49,0.154,-0.085,-0.231,-0.048,-11.798,SCONRES11,Amendment Agreed to,To establish a spending-neutral reserve fund relating to the disposal of certain Federal land.,On the Amendment,
114,Senate,107,2015-03-26,1,107,47,52,0.162,-0.091,0.43,0.317,-2.385,SCONRES11,Amendment Rejected,"To establish a deficit-neutral reserve fund relating to making it more difficult for corporations and billionaires to secretly influence elections by making unlimited undisclosed campaign expenditures, and to prevent such entities from evading campaign finance law, including through making false statements to government agencies.",On the Amendment,
114,Senate,108,2015-03-26,1,108,59,41,-0.102,-0.133,-0.377,-0.374,-8.63,SCONRES11,Amendment Agreed to,To establish a spending-neutral reserve fund relating to prohibiting funding of international organizations during the implementation of the United Nations Arms Trade Treaty prior to Senate ratification and adoption of implementing legislation.,On the Amendment,
114,Senate,109,2015-03-26,1,109,100,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to reimposing waived sanctions and imposing new sanctions against Iran for violations of the Joint Plan of Action or a comprehensive nuclear agreement.,On the Amendment,
114,Senate,110,2015-03-26,1,110,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,To establish a deficit-neutral reserve fund relating to offsetting the costs of operations against the Islamic State.,On the Amendment,
114,Senate,111,2015-03-26,1,111,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,To provide additional resources to reject the Senate Republicans' proposed $435 billion in cuts to Medicare.,On the Amendment,
114,Senate,112,2015-03-26,1,112,59,41,-0.104,-0.086,-0.271,0.091,-13.346,SCONRES11,Amendment Agreed to,To improve the dynamic scoring provision.,On the Amendment,
114,Senate,113,2015-03-26,1,113,100,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to providing reasonable accommodations for pregnant workers.,On the Amendment,
114,Senate,114,2015-03-26,1,114,54,46,0.042,-0.095,-0.415,-0.331,-2.397,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund to allow for the permanent elimination of the Federal estate tax.,On the Amendment,
114,Senate,115,2015-03-26,1,115,53,47,0.241,-0.051,0.328,0.608,-9.465,SCONRES11,Amendment Agreed to,"To establish a deficit-neutral reserve fund relating to responding to the economic and national security threats posed by human-induced climate change, as highlighted by the Secretary of Defense, the Director of National Intelligence, the Administrator of the National Aeronautics and Space Administration, and the Administrator of the National Oceanic and Atmospheric Administration.",On the Amendment,
114,Senate,116,2015-03-26,1,116,57,43,-0.062,-0.119,-0.45,-0.401,-2.608,SCONRES11,Amendment Agreed to,"To establish a deficit-neutral reserve fund relating to the regulation by the Environmental Protection Agency of greenhouse gas emissions, which may include a prohibition on withholding highway funds from States that refuse to submit State Implementation Plans required under the Clean Power Plan of the Agency.",On the Amendment,
114,Senate,117,2015-03-26,1,117,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,To establish a deficit-neutral reserve fund relating to consumer fiancial protection.,On the Amendment,
114,Senate,118,2015-03-26,1,118,59,41,-0.115,-0.117,-0.395,-0.206,-8.329,SCONRES11,Amendment Agreed to,To establish a deficit-neutral reserve fund relating to protecting privately held water rights and permits.,On the Amendment,
114,Senate,119,2015-03-26,1,119,46,54,0.036,-0.086,0.459,-0.169,-0.381,SCONRES11,Amendment Rejected,"To establish and fund a new Federal-State partnership to expand access to high-quality preschool programs for children from low- and moderate-income families, offset with revenue from closing loopholes.",On the Amendment,
114,Senate,120,2015-03-26,1,120,51,49,0.171,-0.086,-0.243,-0.045,-10.862,SCONRES11,Amendment Agreed to,To establish a spending-neutral reserve fund relating to prohibiting awarding of construction contracts based on awardees entering or not entering into agreements with labor organizations.,On the Amendment,
